ID,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value
2469,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,GB,United_Kingdom,2010,historic,3404
2470,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,World,World,1990,historic,2621
2471,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,World,World,1995,historic,2663
2472,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,World,World,2000,historic,2727
2473,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,World,World,2005,historic,2761
2474,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,World,World,2010,historic,2850
2475,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AR,Argentina,1990,historic,0.310303861
2476,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AR,Argentina,1995,historic,0.305798735
2477,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AR,Argentina,2000,historic,0.304377431
2478,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AR,Argentina,2005,historic,0.320686375
2479,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AR,Argentina,2010,historic,0.314221316
2480,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AU,Australia,1990,historic,0.501597853
2481,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AU,Australia,1995,historic,0.510002166
2482,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AU,Australia,2000,historic,0.54087994
2483,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AU,Australia,2005,historic,0.546215105
2484,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,AU,Australia,2010,historic,0.49617137
2485,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,BR,Brazil,1990,historic,0.141414427
2486,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,BR,Brazil,1995,historic,0.199482553
2487,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,BR,Brazil,2000,historic,0.241091082
2488,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,BR,Brazil,2005,historic,0.288296769
2489,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,BR,Brazil,2010,historic,0.328968259
2490,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CA,Canada,1990,historic,0.276617286
2491,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CA,Canada,1995,historic,0.289758233
2492,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CA,Canada,2000,historic,0.35655209
2493,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CA,Canada,2005,historic,0.389389573
2494,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CA,Canada,2010,historic,0.358495539
2495,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CN,China,1990,historic,0.069969681
2496,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CN,China,1995,historic,0.099702128
2497,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CN,China,2000,historic,0.123759622
2498,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CN,China,2005,historic,0.137543577
2499,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,CN,China,2010,historic,0.159099963
2500,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IN,India,1990,historic,0.01151453
2501,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IN,India,1995,historic,0.011675065
2502,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IN,India,2000,historic,0.011561969
2503,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IN,India,2005,historic,0.012241282
2504,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IN,India,2010,historic,0.01354305
2505,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ID,Indonesia,1990,historic,0.02186504
2506,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ID,Indonesia,1995,historic,0.026471139
2507,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ID,Indonesia,2000,historic,0.021952473
2508,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ID,Indonesia,2005,historic,0.026743155
2509,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ID,Indonesia,2010,historic,0.032184343
2510,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,JP,Japan,1990,historic,0.077076794
2511,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,JP,Japan,1995,historic,0.068593165
2512,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,JP,Japan,2000,historic,0.064253648
2513,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,JP,Japan,2005,historic,0.06470612
2514,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,JP,Japan,2010,historic,0.068902413
2515,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,MX,Mexico,1990,historic,0.089903511
2516,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,MX,Mexico,1995,historic,0.110672073
2517,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,MX,Mexico,2000,historic,0.120233743
2518,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,MX,Mexico,2005,historic,0.134419862
2519,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,MX,Mexico,2010,historic,0.136100131
2520,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,RU,Russia,1995,historic,0.107084607
2521,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,RU,Russia,2000,historic,0.08309203
2522,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,RU,Russia,2005,historic,0.093741706
2523,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,RU,Russia,2010,historic,0.137164413
2524,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,SA,Saudi_Arabia,1990,historic,0.069807003
2525,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,SA,Saudi_Arabia,1995,historic,0.067996553
2526,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,SA,Saudi_Arabia,2000,historic,0.084839981
2527,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,SA,Saudi_Arabia,2005,historic,0.081026284
2528,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,SA,Saudi_Arabia,2010,historic,0.076021153
2529,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ZA,South_Africa,1990,historic,0.106275959
2530,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ZA,South_Africa,1995,historic,0.090872518
2531,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ZA,South_Africa,2000,historic,0.103170393
2532,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ZA,South_Africa,2005,historic,0.111114142
2533,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,ZA,South_Africa,2010,historic,0.146162165
2534,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,KR,South_Korea,1990,historic,0.0605734
2535,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,KR,South_Korea,1995,historic,0.086488485
2536,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,KR,South_Korea,2000,historic,0.095339942
2537,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,KR,South_Korea,2005,historic,0.092245726
2538,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,KR,South_Korea,2010,historic,0.111517841
2539,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,TR,Turkey,1990,historic,0.058989646
2540,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,TR,Turkey,1995,historic,0.055322562
2541,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,TR,Turkey,2000,historic,0.060521663
2542,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,TR,Turkey,2005,historic,0.064313759
2543,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,TR,Turkey,2010,historic,0.089244711
2544,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,US,United_States,1990,historic,0.310664358
2545,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,US,United_States,1995,historic,0.349485199
2546,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,US,United_States,2000,historic,0.366067241
2547,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,US,United_States,2005,historic,0.367055028
2548,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,US,United_States,2010,historic,0.374313914
2549,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,DE,Germany,1990,historic,0.251123781
2550,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,DE,Germany,1995,historic,0.196406275
2551,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,DE,Germany,2000,historic,0.210200498
2552,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,DE,Germany,2005,historic,0.229587384
2553,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,DE,Germany,2010,historic,0.278393075
2554,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,FR,France,1990,historic,0.276277311
2555,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,FR,France,1995,historic,0.298942711
2556,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,FR,France,2000,historic,0.298938364
2557,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,FR,France,2005,historic,0.257892782
2558,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,FR,France,2010,historic,0.252556426
2559,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IT,Italy,1990,historic,0.189483691
2560,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IT,Italy,1995,historic,0.190878182
2561,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IT,Italy,2000,historic,0.195149167
2562,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IT,Italy,2005,historic,0.185557052
2563,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,IT,Italy,2010,historic,0.196547195
2564,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,GB,United_Kingdom,1990,historic,0.159017506
2565,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,GB,United_Kingdom,1995,historic,0.180984039
2566,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,GB,United_Kingdom,2000,historic,0.163219328
2567,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,GB,United_Kingdom,2005,historic,0.15414913
2568,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,GB,United_Kingdom,2010,historic,0.152897406
2569,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,World,World,1990,historic,0.091543589
2570,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,World,World,1995,historic,0.095678623
2571,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,World,World,2000,historic,0.101698782
2572,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,World,World,2005,historic,0.106276333
2573,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,World,World,2010,historic,0.11475582
2574,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AR,Argentina,1990,historic,3.634719886
2575,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AR,Argentina,1995,historic,2.879795032
2576,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AR,Argentina,2000,historic,2.633985047
2577,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AR,Argentina,2005,historic,2.371647468
2578,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AR,Argentina,2010,historic,2.036449228
2579,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AU,Australia,1990,historic,6.751891375
2580,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AU,Australia,1995,historic,6.561541289
2581,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AU,Australia,2000,historic,4.612672044
2582,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AU,Australia,2005,historic,4.046034158
2583,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),AU,Australia,2010,historic,3.239339457
2584,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,1990,historic,5.124890056
2585,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,1995,historic,4.82858258
2586,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2000,historic,4.239777065
2587,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2005,historic,4.076542201
2588,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),BR,Brazil,2010,historic,3.680471391
2589,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),CA,Canada,2010,historic,2.995015319
2590,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),CN,China,1990,historic,0.952067418
2591,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),CN,China,1995,historic,0.852386421
2592,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),CN,China,2000,historic,0.733300263
2593,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),CN,China,2005,historic,0.656026955
2594,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),CN,China,2010,historic,0.568546288
2595,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IN,India,1990,historic,0.966677727
2596,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IN,India,1995,historic,0.914340985
2597,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IN,India,2000,historic,0.80782755
2598,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IN,India,2005,historic,0.746641445
2599,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IN,India,2010,historic,0.663825997
2600,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ID,Indonesia,1990,historic,0.75560975
2601,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ID,Indonesia,1995,historic,0.708124807
2602,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ID,Indonesia,2000,historic,0.656966056
2603,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ID,Indonesia,2005,historic,0.578616644
2604,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ID,Indonesia,2010,historic,0.538672154
2605,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),JP,Japan,1990,historic,0.564694219
2606,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),JP,Japan,1995,historic,0.630933551
2607,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),JP,Japan,2000,historic,0.52873383
2608,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),JP,Japan,2005,historic,0.66974555
2609,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),JP,Japan,2010,historic,0.699790116
2610,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),MX,Mexico,1990,historic,1.753188533
2611,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),MX,Mexico,1995,historic,1.589056019
2612,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),MX,Mexico,2000,historic,1.452576414
2613,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),MX,Mexico,2005,historic,1.411104441
2614,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),MX,Mexico,2010,historic,1.331836666
2615,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),SA,Saudi_Arabia,1990,historic,0.238337998
2616,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),SA,Saudi_Arabia,1995,historic,0.200474417
2617,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),SA,Saudi_Arabia,2000,historic,0.202266269
2618,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),SA,Saudi_Arabia,2005,historic,0.200217512
2619,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),SA,Saudi_Arabia,2010,historic,0.156278195
2620,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ZA,South_Africa,1990,historic,2.680619191
2621,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ZA,South_Africa,1995,historic,3.127028964
2622,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ZA,South_Africa,2000,historic,2.529305528
2623,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ZA,South_Africa,2005,historic,2.316934559
2624,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),ZA,South_Africa,2010,historic,2.053739647
2625,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),TR,Turkey,1990,historic,0.543562262
2626,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),TR,Turkey,1995,historic,0.509060181
2627,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),TR,Turkey,2000,historic,0.444799782
2628,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),TR,Turkey,2005,historic,0.414523648
2629,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),TR,Turkey,2010,historic,0.392340193
2630,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),DE,Germany,1995,historic,3.194636624
2631,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),DE,Germany,2000,historic,2.991152629
2632,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),DE,Germany,2005,historic,3.001979216
2633,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),DE,Germany,2010,historic,2.868639699
2634,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),FR,France,1990,historic,2.65232057
2635,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),FR,France,1995,historic,2.507669382
2636,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),FR,France,2000,historic,2.276968308
2637,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),FR,France,2005,historic,2.153902672
2638,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),FR,France,2010,historic,1.999979759
2639,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IT,Italy,1990,historic,1.110569864
2640,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IT,Italy,1995,historic,0.976162658
2641,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IT,Italy,2000,historic,0.865449548
2642,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IT,Italy,2005,historic,0.852074049
2643,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),IT,Italy,2010,historic,0.799566978
2644,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),GB,United_Kingdom,1990,historic,3.544620829
2645,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),GB,United_Kingdom,1995,historic,3.585191508
2646,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),GB,United_Kingdom,2000,historic,3.123967379
2647,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),GB,United_Kingdom,2005,historic,2.700688804
2648,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),GB,United_Kingdom,2010,historic,2.865821556
2649,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),World,World,1990,historic,2.266882634
2650,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),World,World,1995,historic,2.116730464
2651,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),World,World,2000,historic,1.835771409
2652,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),World,World,2005,historic,1.61326868
2653,Agriculture,Agriculture_emissions_intensity_(total),tCO2e_/_thsd._USD2012_(PPP),World,World,2010,historic,1.397795568
2654,Buildings,Buildings_activity_(residential),m²_/_cap,AU,Australia,2005,historic,48.42768605
2655,Buildings,Buildings_activity_(residential),m²_/_cap,AU,Australia,2010,historic,51.99353148
2656,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2005,historic,15.0433647
2657,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2010,historic,17.45285383
2658,Buildings,Buildings_activity_(residential),m²_/_cap,CA,Canada,2005,historic,51.92992021
2659,Buildings,Buildings_activity_(residential),m²_/_cap,CA,Canada,2010,historic,54.12333366
2660,Buildings,Buildings_activity_(residential),m²_/_cap,CN,China,2005,historic,25.12725717
2661,Buildings,Buildings_activity_(residential),m²_/_cap,CN,China,2010,historic,27.90664952
2662,Buildings,Buildings_activity_(residential),m²_/_cap,IN,India,2005,historic,8.918142279
2663,Buildings,Buildings_activity_(residential),m²_/_cap,IN,India,2010,historic,10.01208404
2664,Buildings,Buildings_activity_(residential),m²_/_cap,ID,Indonesia,2005,historic,11.87876653
2665,Buildings,Buildings_activity_(residential),m²_/_cap,ID,Indonesia,2010,historic,13.60691666
2666,Buildings,Buildings_activity_(residential),m²_/_cap,JP,Japan,2005,historic,35.33899132
2667,Buildings,Buildings_activity_(residential),m²_/_cap,JP,Japan,2010,historic,37.0078942
2668,Buildings,Buildings_activity_(residential),m²_/_cap,MX,Mexico,2005,historic,37.39818129
2669,Buildings,Buildings_activity_(residential),m²_/_cap,MX,Mexico,2010,historic,37.68573603
2670,Buildings,Buildings_activity_(residential),m²_/_cap,RU,Russia,2005,historic,18.85125135
2671,Buildings,Buildings_activity_(residential),m²_/_cap,RU,Russia,2010,historic,22.09478323
2672,Buildings,Buildings_activity_(residential),m²_/_cap,ZA,South_Africa,2005,historic,15.65250612
2673,Buildings,Buildings_activity_(residential),m²_/_cap,ZA,South_Africa,2010,historic,16.9470211
2674,Buildings,Buildings_activity_(residential),m²_/_cap,US,United_States,2005,historic,65.24045025
2675,Buildings,Buildings_activity_(residential),m²_/_cap,US,United_States,2010,historic,64.9266689
2676,Buildings,Buildings_activity_(residential),m²_/_cap,DE,Germany,2000,historic,39.89145965
2677,Buildings,Buildings_activity_(residential),m²_/_cap,DE,Germany,2005,historic,41.58757363
2678,Buildings,Buildings_activity_(residential),m²_/_cap,DE,Germany,2010,historic,44.21826755
2679,Buildings,Buildings_activity_(residential),m²_/_cap,FR,France,2000,historic,43.74626452
2680,Buildings,Buildings_activity_(residential),m²_/_cap,FR,France,2005,historic,45.68544172
2681,Buildings,Buildings_activity_(residential),m²_/_cap,FR,France,2010,historic,47.39078043
2682,Buildings,Buildings_activity_(residential),m²_/_cap,IT,Italy,2000,historic,45.56907304
2683,Buildings,Buildings_activity_(residential),m²_/_cap,IT,Italy,2005,historic,47.51445457
2684,Buildings,Buildings_activity_(residential),m²_/_cap,IT,Italy,2010,historic,49.44338268
2685,Buildings,Buildings_activity_(residential),m²_/_cap,GB,United_Kingdom,2000,historic,37.17713817
2686,Buildings,Buildings_activity_(residential),m²_/_cap,GB,United_Kingdom,2005,historic,38.57818761
2687,Buildings,Buildings_activity_(residential),m²_/_cap,GB,United_Kingdom,2010,historic,39.63863238
2688,Buildings,Buildings_activity_(commercial),m²_/_cap,AU,Australia,2005,historic,19.65923726
2689,Buildings,Buildings_activity_(commercial),m²_/_cap,AU,Australia,2010,historic,19.97465161
2690,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2005,historic,1.953772418
2691,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2010,historic,1.985656237
2692,Buildings,Buildings_activity_(commercial),m²_/_cap,CA,Canada,2005,historic,20.33949494
2693,Buildings,Buildings_activity_(commercial),m²_/_cap,CA,Canada,2010,historic,20.90673876
2694,Buildings,Buildings_activity_(commercial),m²_/_cap,CN,China,2005,historic,4.268185163
2695,Buildings,Buildings_activity_(commercial),m²_/_cap,CN,China,2010,historic,5.74221146
2696,Buildings,Buildings_activity_(commercial),m²_/_cap,IN,India,2005,historic,0.449467752
2697,Buildings,Buildings_activity_(commercial),m²_/_cap,IN,India,2010,historic,0.628387332
2698,Buildings,Buildings_activity_(commercial),m²_/_cap,IN,India,2017,historic,0.826935981
2699,Buildings,Buildings_activity_(commercial),m²_/_cap,ID,Indonesia,2005,historic,1.102142833
2700,Buildings,Buildings_activity_(commercial),m²_/_cap,ID,Indonesia,2010,historic,1.691738239
2701,Buildings,Buildings_activity_(commercial),m²_/_cap,JP,Japan,2005,historic,13.71059185
2702,Buildings,Buildings_activity_(commercial),m²_/_cap,JP,Japan,2010,historic,14.24517256
